node_id,label
44168,1
38746,0
12842,0
36411,0
27111,0
23725,0
21790,0
35711,0
28365,0
4914,0
5093,0
39,0
35169,0
10026,0
10955,0
28519,0
30442,0
17061,0
30003,0
25955,0
1869,0
17417,0
24029,0
12424,0
7228,0
33178,0
8110,0
41321,1
28985,0
1863,0
17946,0
31728,0
28963,0
36031,0
26649,0
5425,0
23908,0
7565,0
41835,1
26770,0
8213,0
42589,1
20271,0
5801,0
32156,0
26551,0
1815,0
43805,1
17551,0
45318,1
36078,0
12438,0
26955,0
37650,0
17168,0
33867,0
43474,1
18386,0
18567,0
6513,1
44023,1
17452,0
22008,0
42387,1
24153,0
40376,1
21583,0
12918,0
42374,1
43022,1
12637,0
32893,0
36610,0
13037,0
40006,0
40517,1
38742,0
41150,1
5767,0
27968,0
6155,1
16937,0
44335,1
15257,0
45586,1
25577,0
12235,0
13804,0
14832,0
42252,1
17645,0
12956,0
24235,0
17179,0
8943,0
41300,1
32519,0
18788,0
9413,0
44877,1
23008,0
43291,1
38322,0
24189,0
18261,0
36906,0
12735,0
26397,0
22663,0
23060,0
27643,0
26003,0
33480,0
23019,0
32349,0
1873,0
13124,0
40799,1
7564,0
41379,1
3677,0
18307,1
43284,1
9936,0
36817,0
38043,0
16588,0
8468,0
6546,1
25794,0
8092,0
27043,0
20405,0
44727,1
25256,0
45821,1
14769,0
3102,0
24258,0
24228,0
33190,0
17055,0
43224,1
4482,0
18016,0
7681,0
14644,0
20026,0
29276,0
19686,0
11736,0
29521,0
40525,1
4646,0
33623,0
17524,0
42721,1
22080,0
24321,0
19808,0
23140,0
9889,0
29826,0
28722,0
24418,0
24513,0
5177,0
6328,1
44060,1
29771,0
18195,0
33937,0
12635,0
42251,1
12812,0
42114,1
29221,0
9065,0
30066,0
382,0
40075,0
38801,0
33045,0
20995,0
25340,0
21431,0
6269,1
24918,0
40081,1
26141,0
26154,0
36993,0
3516,0
32791,0
42487,1
29965,0
40903,1
27596,0
7694,0
15078,0
14231,0
30861,0
29589,0
19975,0
45379,1
30573,0
36136,0
40958,1
19000,0
7475,0
30579,0
35229,0
5038,0
26932,0
5861,0
31496,0
45019,1
40732,1
24365,0
186,0
31508,0
42273,1
37633,0
20123,0
38263,0
3213,0
16307,0
28231,0
3602,0
25972,0
12245,0
39943,0
26389,0
21213,0
4226,0
1457,0
45505,1
2946,0
30902,0
13389,0
42941,1
4173,0
29952,0
1459,0
24250,0
24771,0
9732,0
20366,0
44720,1
23911,0
30190,0
22154,0
28681,0
38960,0
35641,0
43694,1
42121,1
5816,0
12932,0
22001,0
29540,0
11025,0
37426,0
17454,0
22110,0
23215,0
116,0
10190,0
11472,0
38392,0
38916,0
38692,0
16885,0
23123,0
41825,1
8932,0
16130,0
40282,1
5202,0
930,0
34964,0
16752,0
2922,0
23740,0
4308,0
28354,0
19901,0
24288,0
682,0
37728,0
43922,1
24704,0
26317,0
6498,1
13936,0
31146,0
558,0
43111,1
38707,0
20345,0
35050,0
20853,0
21819,0
20854,0
26489,0
41920,1
44240,1
21376,0
42880,1
18339,0
31275,0
21331,0
16849,0
12200,0
11772,0
41403,1
6708,0
6385,1
36244,0
35837,0
33518,0
9487,0
13284,0
25776,0
3209,0
14965,0
13399,0
1211,0
15150,1
9394,0
36395,0
29463,0
3717,0
16112,0
34840,0
38227,0
26866,0
45710,1
44218,1
45568,1
36716,0
28215,0
2609,0
18504,0
23210,0
35041,0
798,0
18131,0
45157,1
44065,1
31352,0
42593,1
18856,0
35471,0
36556,0
24113,0
34409,0
1583,0
11808,0
22937,0
21806,0
13238,0
38628,0
12347,0
19297,0
23993,0
22111,0
3791,0
29262,0
16166,0
6729,0
20207,0
37651,0
30033,0
12866,0
9530,0
40798,1
8824,0
24882,0
9667,0
15246,0
45547,1
45481,1
30947,0
39864,0
11339,0
14470,0
12881,0
35275,0
15152,0
8214,0
11119,0
10951,0
25650,0
10770,0
36981,0
15000,0
24092,0
45727,1
12067,0
27347,0
12427,0
1171,0
1203,0
1813,0
16113,0
30225,0
13731,0
32020,0
43245,1
38096,0
16183,0
23409,0
25386,0
11480,0
19830,0
37566,0
8494,0
10064,0
29714,0
18326,0
37701,0
24118,0
37082,0
12072,0
8247,0
36885,0
45752,1
13000,0
4111,0
2429,0
34424,0
5575,0
35920,0
27030,0
34340,0
4744,0
26042,0
34796,0
32840,0
1471,0
11008,0
43215,1
29550,0
31918,0
21186,0
18285,0
6618,1
865,0
41872,1
44829,1
6263,1
32121,0
4307,0
44205,1
2360,0
35439,0
39107,0
2788,0
2757,0
12333,0
4017,0
21552,0
15662,0
21026,0
2996,0
20741,0
15392,0
7696,0
28646,0
1079,0
39577,0
35315,0
20195,0
4680,0
38703,0
34532,0
29584,0
18459,0
33885,0
23193,0
1630,0
36618,0
1025,0
30334,0
45289,1
6968,0
20742,0
17289,0
7787,0
23713,0
17400,0
4163,0
9374,0
9053,0
38278,0
22166,0
45894,0
45666,1
28012,0
22147,0
2896,0
32998,0
28368,0
43676,1
20552,0
34664,0
43192,1
23894,0
22107,0
37839,0
24880,0
33421,0
14627,0
4448,0
44938,1
9260,0
22161,0
30110,0
19831,0
20504,0
7924,0
13962,0
35461,0
31376,0
10507,0
12047,0
4461,0
24767,0
45719,1
23760,0
16677,0
34261,0
18337,0
11431,0
32108,0
8330,0
3295,0
32642,0
44505,1
27947,0
477,0
5909,0
7635,0
27984,0
36504,0
8808,0
40792,1
25262,0
35283,0
6884,0
42896,1
2247,0
16706,0
20432,0
25967,0
13991,0
2906,0
13369,0
814,0
28250,0
5380,0
33716,0
7064,1
25489,0
38748,0
27155,0
44916,1
43422,1
38377,0
28922,0
11970,0
36762,0
34999,0
38329,0
34305,0
11316,0
34364,0
18791,0
3775,0
5950,0
44551,1
40090,1
13534,0
18897,0
45526,1
4901,0
2428,0
40202,1
36837,0
35603,0
16920,0
26735,0
36235,0
168,0
44708,1
12769,0
13478,0
1447,0
7677,0
3571,0
35220,0
21355,0
26399,0
6184,1
30416,0
39150,0
39416,0
42461,1
26725,0
10948,0
24519,0
3845,0
7561,0
41046,1
3208,0
43405,1
25870,0
21064,0
36926,0
8276,0
37246,0
6940,0
28029,0
33322,0
28586,0
2513,0
38921,0
6795,0
20899,0
36171,0
22516,0
33342,0
3601,0
26118,0
40610,1
2724,0
40904,1
4231,0
30286,0
28613,0
22028,0
356,0
26839,0
20303,0
28763,0
27476,0
23810,0
5837,0
4280,0
3453,0
25151,0
2689,0
28677,0
6925,0
2620,0
42433,1
24139,0
43673,1
30444,0
1894,0
32136,0
35932,0
37979,0
5278,0
11711,0
17322,0
8665,0
26223,0
15224,0
22314,0
30295,0
5692,0
39209,0
9116,0
13554,0
44351,1
45249,1
41014,1
39694,0
23339,0
21333,0
35723,0
21223,0
22362,0
28852,0
16478,0
31750,0
23084,0
2364,0
35413,0
20133,0
35844,0
32809,0
25099,0
38238,0
38234,0
43356,1
40646,1
34967,0
33896,0
22257,0
24836,0
32377,0
26380,0
45438,1
27408,0
19555,0
44399,1
13339,0
16417,0
15337,0
14777,0
15816,0
39398,0
24244,0
35212,0
41383,1
972,0
33683,0
44901,1
39174,0
43715,1
9918,0
13927,0
3511,0
22197,0
269,0
17107,0
11376,0
4756,0
20766,0
8726,0
40460,1
7708,0
36246,0
16334,0
7146,0
41196,1
42077,1
3462,0
15991,0
29633,0
20409,0
230,0
388,0
31815,0
6608,1
36156,0
42801,1
14082,0
10429,0
27653,0
34460,0
7601,0
38394,0
35129,0
45667,1
39312,0
35973,0
10452,0
9447,0
32536,0
17687,0
2726,0
41855,1
11022,0
32550,0
9258,0
17672,0
27183,0
6363,1
30430,0
26655,0
32559,0
23203,0
6195,1
12731,0
909,0
32466,0
41389,1
14595,0
12205,0
17329,0
40337,1
9621,0
42358,1
44088,1
14753,0
20225,0
6070,1
34910,0
45774,1
15401,0
41938,1
24595,0
29066,0
33787,0
41433,1
2872,0
6440,1
43181,1
34095,0
45315,1
1454,0
10956,0
33368,0
5419,0
23418,0
22360,0
24375,0
33751,0
27848,0
28672,0
31289,0
7201,0
12850,0
44253,1
14853,0
1536,0
42693,1
21744,0
4426,0
41675,1
42262,1
4142,0
17245,0
38503,0
28405,0
9761,0
10635,0
6691,1
34195,0
18147,0
4864,0
4230,0
19136,0
27704,0
27593,0
12757,0
31977,0
2805,0
4418,0
14557,0
24945,0
16739,0
34694,0
38643,0
26242,0
21653,0
39552,0
30377,0
44586,1
32649,0
6704,1
37524,0
45935,0
4731,0
28419,0
33085,0
18662,0
16627,0
19611,0
26954,0
22218,0
26401,0
18943,0
31393,0
35983,0
32698,0
36655,0
6805,0
32785,0
24732,0
3300,0
35769,0
15529,0
20586,0
22115,0
43190,1
11571,0
43032,1
6121,1
10560,0
9867,0
20690,0
13806,0
23392,0
26732,0
24247,0
25747,1
310,0
20522,0
41280,1
14008,0
16346,0
45002,1
45448,1
9362,0
18723,1
9091,0
36812,0
2148,0
20896,0
32458,0
15803,0
1515,0
43387,1
33879,0
897,0
18366,0
17689,0
9387,0
12119,0
994,0
25249,0
3052,0
20541,0
2572,0
13550,0
34162,0
27687,0
7944,0
27033,0
11184,0
43113,1
17053,0
28925,0
26720,0
8698,0
31322,0
12270,0
10811,0
27781,0
10561,0
15225,0
15728,0
42648,1
18295,0
9125,0
21153,0
40440,1
27599,0
1856,0
44135,1
44161,1
918,0
39146,0
42733,1
33610,0
22469,0
31245,0
10430,0
24336,0
7027,0
19568,0
19762,0
31572,0
36383,0
38977,0
13434,0
13090,0
41233,1
33817,0
8011,0
10607,0
44212,1
39230,0
4590,0
24379,0
10142,0
17210,0
32433,0
43781,1
14998,0
15438,0
15535,0
33813,0
41449,1
38167,0
36198,0
36543,0
14058,0
15622,0
20180,0
41619,1
19771,0
41826,1
29573,0
16115,0
17293,0
28857,0
35360,0
30087,0
14579,0
26041,0
20372,0
35779,0
4465,0
42803,1
22491,0
16414,0
18589,0
28140,0
40937,1
12161,0
22815,0
30914,0
24855,0
22287,0
37676,0
35038,0
30382,0
16019,0
22779,0
8221,0
264,0
3260,0
13058,0
42268,1
7739,0
44811,1
